Trial,Temperature,Speed,Distance,Pressure,Efficiency
633,55.0,165.0,5.0,6.0,0.0
634,55.0,165.0,5.0,7.0,0.0
635,55.0,165.0,5.0,8.0,0.0
636,55.0,165.0,5.0,9.0,0.0
637,55.0,165.0,5.0,10.0,0.0
638,60.0,165.0,5.0,0.0,0.0
639,60.0,165.0,5.0,1.0,0.0
640,60.0,165.0,5.0,2.0,0.0
641,60.0,165.0,5.0,3.0,0.0
642,60.0,165.0,5.0,4.0,0.0
643,60.0,165.0,5.0,5.0,0.0
644,60.0,165.0,5.0,6.0,0.0
645,60.0,165.0,5.0,7.0,0.0
646,60.0,165.0,5.0,8.0,0.0
647,60.0,165.0,5.0,9.0,0.0
648,60.0,165.0,5.0,10.0,0.0
649,65.0,165.0,5.0,0.0,0.0
650,65.0,165.0,5.0,1.0,0.0
651,65.0,165.0,5.0,2.0,0.0
652,65.0,165.0,5.0,3.0,0.0
653,65.0,165.0,5.0,4.0,0.0
654,65.0,165.0,5.0,5.0,0.0
655,65.0,165.0,5.0,6.0,0.0
656,65.0,165.0,5.0,7.0,0.0
657,65.0,165.0,5.0,8.0,0.0
658,65.0,165.0,5.0,9.0,0.0
659,65.0,165.0,5.0,10.0,0.0
660,70.0,165.0,5.0,0.0,0.0
661,70.0,165.0,5.0,1.0,0.0
662,70.0,165.0,5.0,2.0,0.0
663,70.0,165.0,5.0,3.0,0.0
664,70.0,165.0,5.0,4.0,0.0
665,70.0,165.0,5.0,5.0,0.0
666,70.0,165.0,5.0,6.0,0.0
667,70.0,165.0,5.0,7.0,0.0
668,70.0,165.0,5.0,8.0,0.0
669,70.0,165.0,5.0,9.0,0.0
670,70.0,165.0,5.0,10.0,0.0
671,75.0,165.0,5.0,0.0,0.0
672,75.0,165.0,5.0,1.0,0.0
673,75.0,165.0,5.0,2.0,0.0
674,75.0,165.0,5.0,3.0,0.0
675,75.0,165.0,5.0,4.0,0.0
676,75.0,165.0,5.0,5.0,0.0
677,75.0,165.0,5.0,6.0,0.0
678,75.0,165.0,5.0,7.0,0.0
679,75.0,165.0,5.0,8.0,0.0
680,75.0,165.0,5.0,9.0,0.0
681,75.0,165.0,5.0,10.0,0.0
682,80.0,165.0,5.0,0.0,0.0
683,80.0,165.0,5.0,1.0,0.0
684,80.0,165.0,5.0,2.0,0.0
685,80.0,165.0,5.0,3.0,0.0
686,80.0,165.0,5.0,4.0,0.0
687,80.0,165.0,5.0,5.0,0.0
688,80.0,165.0,5.0,6.0,0.0
689,80.0,165.0,5.0,7.0,0.0
690,80.0,165.0,5.0,8.0,0.0
691,80.0,165.0,5.0,9.0,0.0
692,80.0,165.0,5.0,10.0,0.0
693,50.0,170.0,5.0,0.0,0.0
694,50.0,170.0,5.0,1.0,0.0
695,50.0,170.0,5.0,2.0,0.0
696,50.0,170.0,5.0,3.0,0.0
697,50.0,170.0,5.0,4.0,0.0
698,50.0,170.0,5.0,5.0,0.0
699,50.0,170.0,5.0,6.0,0.0
700,50.0,170.0,5.0,7.0,0.0
701,50.0,170.0,5.0,8.0,0.0
702,50.0,170.0,5.0,9.0,0.0
703,50.0,170.0,5.0,10.0,0.0
704,55.0,170.0,5.0,0.0,0.0
705,55.0,170.0,5.0,1.0,0.0
706,55.0,170.0,5.0,2.0,0.0
707,55.0,170.0,5.0,3.0,0.0
708,55.0,170.0,5.0,4.0,0.0
709,55.0,170.0,5.0,5.0,0.0
710,55.0,170.0,5.0,6.0,0.0
711,55.0,170.0,5.0,7.0,0.0
712,55.0,170.0,5.0,8.0,0.0
713,55.0,170.0,5.0,9.0,0.0
714,55.0,170.0,5.0,10.0,0.0
715,60.0,170.0,5.0,0.0,0.0
716,60.0,170.0,5.0,1.0,0.0
717,60.0,170.0,5.0,2.0,0.0
718,60.0,170.0,5.0,3.0,0.0
719,60.0,170.0,5.0,4.0,0.0
720,60.0,170.0,5.0,5.0,0.0
721,60.0,170.0,5.0,6.0,0.0
722,60.0,170.0,5.0,7.0,0.0
723,60.0,170.0,5.0,8.0,0.0
724,60.0,170.0,5.0,9.0,0.0
725,60.0,170.0,5.0,10.0,0.0
726,65.0,170.0,5.0,0.0,0.0
727,65.0,170.0,5.0,1.0,0.0
728,65.0,170.0,5.0,2.0,0.0
729,65.0,170.0,5.0,3.0,0.0
730,65.0,170.0,5.0,4.0,0.0
731,65.0,170.0,5.0,5.0,0.0
732,65.0,170.0,5.0,6.0,0.0
733,65.0,170.0,5.0,7.0,0.0
734,65.0,170.0,5.0,8.0,0.0
735,65.0,170.0,5.0,9.0,0.0
736,65.0,170.0,5.0,10.0,0.0
737,70.0,170.0,5.0,0.0,0.0
738,70.0,170.0,5.0,1.0,0.0
739,70.0,170.0,5.0,2.0,0.0
740,70.0,170.0,5.0,3.0,0.0
741,70.0,170.0,5.0,4.0,0.0
742,70.0,170.0,5.0,5.0,0.0
743,70.0,170.0,5.0,6.0,0.0
744,70.0,170.0,5.0,7.0,0.0
745,70.0,170.0,5.0,8.0,0.0
746,70.0,170.0,5.0,9.0,0.0
747,70.0,170.0,5.0,10.0,0.0
748,75.0,170.0,5.0,0.0,0.0
749,75.0,170.0,5.0,1.0,0.0
750,75.0,170.0,5.0,2.0,0.0
751,75.0,170.0,5.0,3.0,0.0
752,75.0,170.0,5.0,4.0,0.0
753,75.0,170.0,5.0,5.0,0.0
754,75.0,170.0,5.0,6.0,0.0
755,75.0,170.0,5.0,7.0,0.0
756,75.0,170.0,5.0,8.0,0.0
757,75.0,170.0,5.0,9.0,0.0
758,75.0,170.0,5.0,10.0,0.0
759,80.0,170.0,5.0,0.0,0.0
760,80.0,170.0,5.0,1.0,0.0
761,80.0,170.0,5.0,2.0,0.0
762,80.0,170.0,5.0,3.0,0.0
763,80.0,170.0,5.0,4.0,0.0
764,80.0,170.0,5.0,5.0,0.0
765,80.0,170.0,5.0,6.0,0.0
766,80.0,170.0,5.0,7.0,0.0
767,80.0,170.0,5.0,8.0,0.0
768,80.0,170.0,5.0,9.0,0.0
769,80.0,170.0,5.0,10.0,0.0
770,50.0,175.0,5.0,0.0,0.0
771,50.0,175.0,5.0,1.0,0.0
772,50.0,175.0,5.0,2.0,0.0
773,50.0,175.0,5.0,3.0,0.0
774,50.0,175.0,5.0,4.0,0.0
775,50.0,175.0,5.0,5.0,0.0
776,50.0,175.0,5.0,6.0,0.0
777,50.0,175.0,5.0,7.0,0.0
778,50.0,175.0,5.0,8.0,0.0
779,50.0,175.0,5.0,9.0,0.0
780,50.0,175.0,5.0,10.0,0.0
781,55.0,175.0,5.0,0.0,0.0
782,55.0,175.0,5.0,1.0,0.0
783,55.0,175.0,5.0,2.0,0.0
784,55.0,175.0,5.0,3.0,0.0
785,55.0,175.0,5.0,4.0,0.0
786,55.0,175.0,5.0,5.0,0.0
787,55.0,175.0,5.0,6.0,0.0
788,55.0,175.0,5.0,7.0,0.0
789,55.0,175.0,5.0,8.0,0.0
790,55.0,175.0,5.0,9.0,0.0
791,55.0,175.0,5.0,10.0,0.0
792,60.0,175.0,5.0,0.0,0.0
793,60.0,175.0,5.0,1.0,0.0
794,60.0,175.0,5.0,2.0,0.0
795,60.0,175.0,5.0,3.0,0.0
796,60.0,175.0,5.0,4.0,0.0
797,60.0,175.0,5.0,5.0,0.0
798,60.0,175.0,5.0,6.0,0.0
799,60.0,175.0,5.0,7.0,0.0
800,60.0,175.0,5.0,8.0,0.0
801,60.0,175.0,5.0,9.0,0.0
802,60.0,175.0,5.0,10.0,0.0
803,65.0,175.0,5.0,0.0,0.0
804,65.0,175.0,5.0,1.0,0.0
805,65.0,175.0,5.0,2.0,0.0
806,65.0,175.0,5.0,3.0,0.0
807,65.0,175.0,5.0,4.0,0.0
808,65.0,175.0,5.0,5.0,0.0
809,65.0,175.0,5.0,6.0,0.0
810,65.0,175.0,5.0,7.0,0.0
811,65.0,175.0,5.0,8.0,0.0
812,65.0,175.0,5.0,9.0,0.0
813,65.0,175.0,5.0,10.0,0.0
814,70.0,175.0,5.0,0.0,0.0
815,70.0,175.0,5.0,1.0,0.0
816,70.0,175.0,5.0,2.0,0.0
817,70.0,175.0,5.0,3.0,0.0
818,70.0,175.0,5.0,4.0,0.0
819,70.0,175.0,5.0,5.0,0.0
820,70.0,175.0,5.0,6.0,0.0
821,70.0,175.0,5.0,7.0,0.0
822,70.0,175.0,5.0,8.0,0.0
823,70.0,175.0,5.0,9.0,0.0
824,70.0,175.0,5.0,10.0,0.0
825,75.0,175.0,5.0,0.0,0.0
826,75.0,175.0,5.0,1.0,0.0
827,75.0,175.0,5.0,2.0,0.0
828,75.0,175.0,5.0,3.0,0.0
829,75.0,175.0,5.0,4.0,0.0
830,75.0,175.0,5.0,5.0,0.0
831,75.0,175.0,5.0,6.0,0.0
832,75.0,175.0,5.0,7.0,0.0
833,75.0,175.0,5.0,8.0,0.0
834,75.0,175.0,5.0,9.0,0.0
835,75.0,175.0,5.0,10.0,0.0
836,80.0,175.0,5.0,0.0,0.0
837,80.0,175.0,5.0,1.0,0.0
838,80.0,175.0,5.0,2.0,0.0
839,80.0,175.0,5.0,3.0,0.0
840,80.0,175.0,5.0,4.0,0.0
841,80.0,175.0,5.0,5.0,0.0
842,80.0,175.0,5.0,6.0,0.0
843,80.0,175.0,5.0,7.0,0.0
844,80.0,175.0,5.0,8.0,0.0
845,80.0,175.0,5.0,9.0,0.0
846,80.0,175.0,5.0,10.0,0.0
847,50.0,180.0,5.0,0.0,0.0
848,50.0,180.0,5.0,1.0,0.0
849,50.0,180.0,5.0,2.0,0.0
850,50.0,180.0,5.0,3.0,0.0
851,50.0,180.0,5.0,4.0,0.0
852,50.0,180.0,5.0,5.0,0.0
853,50.0,180.0,5.0,6.0,0.0
854,50.0,180.0,5.0,7.0,0.0
855,50.0,180.0,5.0,8.0,0.0
856,50.0,180.0,5.0,9.0,0.0
857,50.0,180.0,5.0,10.0,0.0
858,55.0,180.0,5.0,0.0,0.0
859,55.0,180.0,5.0,1.0,0.0
860,55.0,180.0,5.0,2.0,0.0
861,55.0,180.0,5.0,3.0,0.0
862,55.0,180.0,5.0,4.0,0.0
863,55.0,180.0,5.0,5.0,0.0
864,55.0,180.0,5.0,6.0,0.0
865,55.0,180.0,5.0,7.0,0.0
866,55.0,180.0,5.0,8.0,0.0
867,55.0,180.0,5.0,9.0,0.0
868,55.0,180.0,5.0,10.0,0.0
869,60.0,180.0,5.0,0.0,0.0
870,60.0,180.0,5.0,1.0,0.0
871,60.0,180.0,5.0,2.0,0.0
872,60.0,180.0,5.0,3.0,0.0
873,60.0,180.0,5.0,4.0,0.0
874,60.0,180.0,5.0,5.0,0.0
875,60.0,180.0,5.0,6.0,0.0
876,60.0,180.0,5.0,7.0,0.0
877,60.0,180.0,5.0,8.0,0.0
878,60.0,180.0,5.0,9.0,0.0
879,60.0,180.0,5.0,10.0,0.0
880,65.0,180.0,5.0,0.0,0.0
881,65.0,180.0,5.0,1.0,0.0
882,65.0,180.0,5.0,2.0,0.0
883,65.0,180.0,5.0,3.0,0.0
884,65.0,180.0,5.0,4.0,0.0
885,65.0,180.0,5.0,5.0,0.0
886,65.0,180.0,5.0,6.0,0.0
887,65.0,180.0,5.0,7.0,0.0
888,65.0,180.0,5.0,8.0,0.0
889,65.0,180.0,5.0,9.0,0.0
890,65.0,180.0,5.0,10.0,0.0
891,70.0,180.0,5.0,0.0,0.0
892,70.0,180.0,5.0,1.0,0.0
893,70.0,180.0,5.0,2.0,0.0
894,70.0,180.0,5.0,3.0,0.0
895,70.0,180.0,5.0,4.0,0.0
896,70.0,180.0,5.0,5.0,0.0
897,70.0,180.0,5.0,6.0,0.0
898,70.0,180.0,5.0,7.0,0.0
899,70.0,180.0,5.0,8.0,0.0
900,70.0,180.0,5.0,9.0,0.0
901,70.0,180.0,5.0,10.0,0.0
902,75.0,180.0,5.0,0.0,0.0
903,75.0,180.0,5.0,1.0,0.0
904,75.0,180.0,5.0,2.0,0.0
905,75.0,180.0,5.0,3.0,0.0
906,75.0,180.0,5.0,4.0,0.0
907,75.0,180.0,5.0,5.0,0.0
908,75.0,180.0,5.0,6.0,0.0
909,75.0,180.0,5.0,7.0,0.0
910,75.0,180.0,5.0,8.0,0.0
911,75.0,180.0,5.0,9.0,0.0
912,75.0,180.0,5.0,10.0,0.0
913,80.0,180.0,5.0,0.0,0.0
914,80.0,180.0,5.0,1.0,0.0
915,80.0,180.0,5.0,2.0,0.0
916,80.0,180.0,5.0,3.0,0.0
917,80.0,180.0,5.0,4.0,0.0
918,80.0,180.0,5.0,5.0,0.0
919,80.0,180.0,5.0,6.0,0.0
920,80.0,180.0,5.0,7.0,0.0
921,80.0,180.0,5.0,8.0,0.0
922,80.0,180.0,5.0,9.0,0.0
923,80.0,180.0,5.0,10.0,0.0
924,50.0,185.0,5.0,0.0,0.0
925,50.0,185.0,5.0,1.0,0.0
926,50.0,185.0,5.0,2.0,0.0
927,50.0,185.0,5.0,3.0,0.0
928,50.0,185.0,5.0,4.0,0.0
929,50.0,185.0,5.0,5.0,0.0
930,50.0,185.0,5.0,6.0,0.0
931,50.0,185.0,5.0,7.0,0.0
932,50.0,185.0,5.0,8.0,0.0
933,50.0,185.0,5.0,9.0,0.0
934,50.0,185.0,5.0,10.0,0.0
935,55.0,185.0,5.0,0.0,0.0
936,55.0,185.0,5.0,1.0,0.0
937,55.0,185.0,5.0,2.0,0.0
938,55.0,185.0,5.0,3.0,0.0
939,55.0,185.0,5.0,4.0,0.0
940,55.0,185.0,5.0,5.0,0.0
941,55.0,185.0,5.0,6.0,0.0
942,55.0,185.0,5.0,7.0,0.0
943,55.0,185.0,5.0,8.0,0.0
944,55.0,185.0,5.0,9.0,0.0
945,55.0,185.0,5.0,10.0,0.0
946,60.0,185.0,5.0,0.0,0.0
947,60.0,185.0,5.0,1.0,0.0
948,60.0,185.0,5.0,2.0,0.0
949,60.0,185.0,5.0,3.0,0.0
950,60.0,185.0,5.0,4.0,0.0
951,60.0,185.0,5.0,5.0,0.0
952,60.0,185.0,5.0,6.0,0.0
953,60.0,185.0,5.0,7.0,0.0
954,60.0,185.0,5.0,8.0,0.0
955,60.0,185.0,5.0,9.0,0.0
956,60.0,185.0,5.0,10.0,0.0
957,65.0,185.0,5.0,0.0,0.0
958,65.0,185.0,5.0,1.0,0.0
959,65.0,185.0,5.0,2.0,0.0
960,65.0,185.0,5.0,3.0,0.0
961,65.0,185.0,5.0,4.0,0.0
962,65.0,185.0,5.0,5.0,0.0
963,65.0,185.0,5.0,6.0,0.0
964,65.0,185.0,5.0,7.0,0.0
965,65.0,185.0,5.0,8.0,0.0
966,65.0,185.0,5.0,9.0,0.0
967,65.0,185.0,5.0,10.0,0.0
968,70.0,185.0,5.0,0.0,0.0
969,70.0,185.0,5.0,1.0,0.0
970,70.0,185.0,5.0,2.0,0.0
971,70.0,185.0,5.0,3.0,0.0
972,70.0,185.0,5.0,4.0,0.0
973,70.0,185.0,5.0,5.0,0.0
974,70.0,185.0,5.0,6.0,0.0
975,70.0,185.0,5.0,7.0,0.0
976,70.0,185.0,5.0,8.0,0.0
977,70.0,185.0,5.0,9.0,0.0
978,70.0,185.0,5.0,10.0,0.0
979,75.0,185.0,5.0,0.0,0.0
980,75.0,185.0,5.0,1.0,0.0
981,75.0,185.0,5.0,2.0,0.0
982,75.0,185.0,5.0,3.0,0.0
983,75.0,185.0,5.0,4.0,0.0
984,75.0,185.0,5.0,5.0,0.0
985,75.0,185.0,5.0,6.0,0.0
986,75.0,185.0,5.0,7.0,0.0
987,75.0,185.0,5.0,8.0,0.0
988,75.0,185.0,5.0,9.0,0.0
989,75.0,185.0,5.0,10.0,0.0
990,80.0,185.0,5.0,0.0,0.0
991,80.0,185.0,5.0,1.0,0.0
992,80.0,185.0,5.0,2.0,0.0
993,80.0,185.0,5.0,3.0,0.0
994,80.0,185.0,5.0,4.0,0.0
995,80.0,185.0,5.0,5.0,0.0
996,80.0,185.0,5.0,6.0,0.0
997,80.0,185.0,5.0,7.0,0.0
998,80.0,185.0,5.0,8.0,0.0
999,80.0,185.0,5.0,9.0,0.0
1000,80.0,185.0,5.0,10.0,0.0
1001,50.0,190.0,5.0,0.0,0.0
1002,50.0,190.0,5.0,1.0,0.0
1003,50.0,190.0,5.0,2.0,0.0
1004,50.0,190.0,5.0,3.0,0.0
1005,50.0,190.0,5.0,4.0,0.0
1006,50.0,190.0,5.0,5.0,0.0
1007,50.0,190.0,5.0,6.0,0.0
1008,50.0,190.0,5.0,7.0,0.0
1009,50.0,190.0,5.0,8.0,0.0
1010,50.0,190.0,5.0,9.0,0.0
1011,50.0,190.0,5.0,10.0,0.0
1012,55.0,190.0,5.0,0.0,0.0
1013,55.0,190.0,5.0,1.0,0.0
1014,55.0,190.0,5.0,2.0,0.0
1015,55.0,190.0,5.0,3.0,0.0
1016,55.0,190.0,5.0,4.0,0.0
1017,55.0,190.0,5.0,5.0,0.0
1018,55.0,190.0,5.0,6.0,0.0
1019,55.0,190.0,5.0,7.0,0.0
1020,55.0,190.0,5.0,8.0,0.0
1021,55.0,190.0,5.0,9.0,0.0
1022,55.0,190.0,5.0,10.0,0.0
1023,60.0,190.0,5.0,0.0,0.0
1024,60.0,190.0,5.0,1.0,0.0
1025,60.0,190.0,5.0,2.0,0.0
1026,60.0,190.0,5.0,3.0,0.0
1027,60.0,190.0,5.0,4.0,0.0
1028,60.0,190.0,5.0,5.0,0.0
1029,60.0,190.0,5.0,6.0,0.0
1030,60.0,190.0,5.0,7.0,0.0
1031,60.0,190.0,5.0,8.0,0.0
1032,60.0,190.0,5.0,9.0,0.0
1033,60.0,190.0,5.0,10.0,0.0
1034,65.0,190.0,5.0,0.0,0.0
1035,65.0,190.0,5.0,1.0,0.0
1036,65.0,190.0,5.0,2.0,0.0
1037,65.0,190.0,5.0,3.0,0.0
1038,65.0,190.0,5.0,4.0,0.0
1039,65.0,190.0,5.0,5.0,0.0
1040,65.0,190.0,5.0,6.0,0.0
1041,65.0,190.0,5.0,7.0,0.0
1042,65.0,190.0,5.0,8.0,0.0
1043,65.0,190.0,5.0,9.0,0.0
1044,65.0,190.0,5.0,10.0,0.0
1045,70.0,190.0,5.0,0.0,0.0
1046,70.0,190.0,5.0,1.0,0.0
1047,70.0,190.0,5.0,2.0,0.0
1048,70.0,190.0,5.0,3.0,0.0
1049,70.0,190.0,5.0,4.0,0.0
1050,70.0,190.0,5.0,5.0,0.0
1051,70.0,190.0,5.0,6.0,0.0
1052,70.0,190.0,5.0,7.0,0.0
1053,70.0,190.0,5.0,8.0,0.0
1054,70.0,190.0,5.0,9.0,0.0
1055,70.0,190.0,5.0,10.0,0.0
1056,75.0,190.0,5.0,0.0,0.0
1057,75.0,190.0,5.0,1.0,0.0
1058,75.0,190.0,5.0,2.0,0.0
1059,75.0,190.0,5.0,3.0,0.0
1060,75.0,190.0,5.0,4.0,0.0
1061,75.0,190.0,5.0,5.0,0.0
1062,75.0,190.0,5.0,6.0,0.0
1063,75.0,190.0,5.0,7.0,0.0
1064,75.0,190.0,5.0,8.0,0.0
1065,75.0,190.0,5.0,9.0,0.0
1066,75.0,190.0,5.0,10.0,0.0
1067,80.0,190.0,5.0,0.0,0.0
1068,80.0,190.0,5.0,1.0,0.0
1069,80.0,190.0,5.0,2.0,0.0
1070,80.0,190.0,5.0,3.0,0.0
1071,80.0,190.0,5.0,4.0,0.0
1072,80.0,190.0,5.0,5.0,0.0
1073,80.0,190.0,5.0,6.0,0.0
1074,80.0,190.0,5.0,7.0,0.0
1075,80.0,190.0,5.0,8.0,0.0
1076,80.0,190.0,5.0,9.0,0.0
1077,80.0,190.0,5.0,10.0,0.0
1078,50.0,195.0,5.0,0.0,0.0
1079,50.0,195.0,5.0,1.0,0.0
1080,50.0,195.0,5.0,2.0,0.0
1081,50.0,195.0,5.0,3.0,0.0
1082,50.0,195.0,5.0,4.0,0.0
1083,50.0,195.0,5.0,5.0,0.0
1084,50.0,195.0,5.0,6.0,0.0
1085,50.0,195.0,5.0,7.0,0.0
1086,50.0,195.0,5.0,8.0,0.0
1087,50.0,195.0,5.0,9.0,0.0
1088,50.0,195.0,5.0,10.0,0.0
1089,55.0,195.0,5.0,0.0,0.0
1090,55.0,195.0,5.0,1.0,0.0
1091,55.0,195.0,5.0,2.0,0.0
1092,55.0,195.0,5.0,3.0,0.0
1093,55.0,195.0,5.0,4.0,0.0
1094,55.0,195.0,5.0,5.0,0.0
1095,55.0,195.0,5.0,6.0,0.0
1096,55.0,195.0,5.0,7.0,0.0
1097,55.0,195.0,5.0,8.0,0.0
1098,55.0,195.0,5.0,9.0,0.0
1099,55.0,195.0,5.0,10.0,0.0
1100,60.0,195.0,5.0,0.0,0.0
1101,60.0,195.0,5.0,1.0,0.0
1102,60.0,195.0,5.0,2.0,0.0
1103,60.0,195.0,5.0,3.0,0.0
1104,60.0,195.0,5.0,4.0,0.0
1105,60.0,195.0,5.0,5.0,0.0
1106,60.0,195.0,5.0,6.0,0.0
1107,60.0,195.0,5.0,7.0,0.0
1108,60.0,195.0,5.0,8.0,0.0
1109,60.0,195.0,5.0,9.0,0.0
1110,60.0,195.0,5.0,10.0,0.0
1111,65.0,195.0,5.0,0.0,0.0
1112,65.0,195.0,5.0,1.0,0.0
1113,65.0,195.0,5.0,2.0,0.0
1114,65.0,195.0,5.0,3.0,0.0
1115,65.0,195.0,5.0,4.0,0.0
1116,65.0,195.0,5.0,5.0,0.0
1117,65.0,195.0,5.0,6.0,0.0
1118,65.0,195.0,5.0,7.0,0.0
1119,65.0,195.0,5.0,8.0,0.0
1120,65.0,195.0,5.0,9.0,0.0
1121,65.0,195.0,5.0,10.0,0.0
1122,70.0,195.0,5.0,0.0,0.0
1123,70.0,195.0,5.0,1.0,0.0
1124,70.0,195.0,5.0,2.0,0.0
1125,70.0,195.0,5.0,3.0,0.0
1126,70.0,195.0,5.0,4.0,0.0
1127,70.0,195.0,5.0,5.0,0.0
1128,70.0,195.0,5.0,6.0,0.0
1129,70.0,195.0,5.0,7.0,0.0
1130,70.0,195.0,5.0,8.0,0.0
1131,70.0,195.0,5.0,9.0,0.0
1132,70.0,195.0,5.0,10.0,0.0
1133,75.0,195.0,5.0,0.0,0.0
1134,75.0,195.0,5.0,1.0,0.0
1135,75.0,195.0,5.0,2.0,0.0
1136,75.0,195.0,5.0,3.0,0.0
1137,75.0,195.0,5.0,4.0,0.0
1138,75.0,195.0,5.0,5.0,0.0
1139,75.0,195.0,5.0,6.0,0.0
1140,75.0,195.0,5.0,7.0,0.0
1141,75.0,195.0,5.0,8.0,0.0
1142,75.0,195.0,5.0,9.0,0.0
1143,75.0,195.0,5.0,10.0,0.0
1144,80.0,195.0,5.0,0.0,0.0
1145,80.0,195.0,5.0,1.0,0.0
1146,80.0,195.0,5.0,2.0,0.0
1147,80.0,195.0,5.0,3.0,0.0
1148,80.0,195.0,5.0,4.0,0.0
1149,80.0,195.0,5.0,5.0,0.0
1150,80.0,195.0,5.0,6.0,0.0
1151,80.0,195.0,5.0,7.0,0.0
1152,80.0,195.0,5.0,8.0,0.0
1153,80.0,195.0,5.0,9.0,0.0
1154,80.0,195.0,5.0,10.0,0.0
1155,50.0,200.0,5.0,0.0,0.0
1156,50.0,200.0,5.0,1.0,0.0
1157,50.0,200.0,5.0,2.0,0.0
1158,50.0,200.0,5.0,3.0,0.0
1159,50.0,200.0,5.0,4.0,0.0
1160,50.0,200.0,5.0,5.0,0.0
1161,50.0,200.0,5.0,6.0,0.0
1162,50.0,200.0,5.0,7.0,0.0
1163,50.0,200.0,5.0,8.0,0.0
1164,50.0,200.0,5.0,9.0,0.0
1165,50.0,200.0,5.0,10.0,0.0
1166,55.0,200.0,5.0,0.0,0.0
1167,55.0,200.0,5.0,1.0,0.0
1168,55.0,200.0,5.0,2.0,0.0
1169,55.0,200.0,5.0,3.0,0.0
1170,55.0,200.0,5.0,4.0,0.0
1171,55.0,200.0,5.0,5.0,0.0
1172,55.0,200.0,5.0,6.0,0.0
1173,55.0,200.0,5.0,7.0,0.0
1174,55.0,200.0,5.0,8.0,0.0
1175,55.0,200.0,5.0,9.0,0.0
1176,55.0,200.0,5.0,10.0,0.0
1177,60.0,200.0,5.0,0.0,0.0
1178,60.0,200.0,5.0,1.0,0.0
1179,60.0,200.0,5.0,2.0,0.0
1180,60.0,200.0,5.0,3.0,0.0
1181,60.0,200.0,5.0,4.0,0.0
1182,60.0,200.0,5.0,5.0,0.0
1183,60.0,200.0,5.0,6.0,0.0
1184,60.0,200.0,5.0,7.0,0.0
1185,60.0,200.0,5.0,8.0,0.0
1186,60.0,200.0,5.0,9.0,0.0
1187,60.0,200.0,5.0,10.0,0.0
1188,65.0,200.0,5.0,0.0,0.0
1189,65.0,200.0,5.0,1.0,0.0
1190,65.0,200.0,5.0,2.0,0.0
1191,65.0,200.0,5.0,3.0,0.0
1192,65.0,200.0,5.0,4.0,0.0
1193,65.0,200.0,5.0,5.0,0.0
1194,65.0,200.0,5.0,6.0,0.0
1195,65.0,200.0,5.0,7.0,0.0
1196,65.0,200.0,5.0,8.0,0.0
1197,65.0,200.0,5.0,9.0,0.0
1198,65.0,200.0,5.0,10.0,0.0
1199,70.0,200.0,5.0,0.0,0.0
1200,70.0,200.0,5.0,1.0,0.0
1201,70.0,200.0,5.0,2.0,0.0
1202,70.0,200.0,5.0,3.0,0.0
1203,70.0,200.0,5.0,4.0,0.0
1204,70.0,200.0,5.0,5.0,0.0
1205,70.0,200.0,5.0,6.0,0.0
1206,70.0,200.0,5.0,7.0,0.0
1207,70.0,200.0,5.0,8.0,0.0
1208,70.0,200.0,5.0,9.0,0.0
1209,70.0,200.0,5.0,10.0,0.0
1210,75.0,200.0,5.0,0.0,0.0
1211,75.0,200.0,5.0,1.0,0.0
1212,75.0,200.0,5.0,2.0,0.0
1213,75.0,200.0,5.0,3.0,0.0
1214,75.0,200.0,5.0,4.0,0.0
1215,75.0,200.0,5.0,5.0,0.0
1216,75.0,200.0,5.0,6.0,0.0
1217,75.0,200.0,5.0,7.0,0.0
1218,75.0,200.0,5.0,8.0,0.0
1219,75.0,200.0,5.0,9.0,0.0
1220,75.0,200.0,5.0,10.0,0.0
1221,80.0,200.0,5.0,0.0,0.0
1222,80.0,200.0,5.0,1.0,0.0
1223,80.0,200.0,5.0,2.0,0.0
1224,80.0,200.0,5.0,3.0,0.0
1225,80.0,200.0,5.0,4.0,0.0
1226,80.0,200.0,5.0,5.0,0.0
1227,80.0,200.0,5.0,6.0,0.0
1228,80.0,200.0,5.0,7.0,0.0
1229,80.0,200.0,5.0,8.0,0.0
1230,80.0,200.0,5.0,9.0,0.0
1231,80.0,200.0,5.0,10.0,0.0
1232,50.0,125.0,6.0,0.0,0.0
1233,50.0,125.0,6.0,1.0,0.0
1234,50.0,125.0,6.0,2.0,0.0
1235,50.0,125.0,6.0,3.0,0.0
1236,50.0,125.0,6.0,4.0,0.0
1237,50.0,125.0,6.0,5.0,0.0
1238,50.0,125.0,6.0,6.0,0.0
1239,50.0,125.0,6.0,7.0,0.0
1240,50.0,125.0,6.0,8.0,0.0
1241,50.0,125.0,6.0,9.0,0.0
1242,50.0,125.0,6.0,10.0,0.0
1243,55.0,125.0,6.0,0.0,0.0
1244,55.0,125.0,6.0,1.0,0.0
1245,55.0,125.0,6.0,2.0,0.0
1246,55.0,125.0,6.0,3.0,0.0
1247,55.0,125.0,6.0,4.0,0.0
1248,55.0,125.0,6.0,5.0,0.0
1249,55.0,125.0,6.0,6.0,0.0
1250,55.0,125.0,6.0,7.0,0.0
1251,55.0,125.0,6.0,8.0,0.0
1252,55.0,125.0,6.0,9.0,0.0
1253,55.0,125.0,6.0,10.0,0.0
1254,60.0,125.0,6.0,0.0,0.0
1255,60.0,125.0,6.0,1.0,0.0
