Temperature,Speed,Distance,Pressure,Efficiency
8436,52,164,7,10,0.0
8437,52,164,8,0,0.0
8438,52,164,8,1,0.0
8439,52,164,8,2,0.0
8440,52,164,8,3,0.0
8441,52,164,8,4,0.0
8442,52,164,8,5,0.0
8443,52,164,8,6,0.0
8444,52,164,8,7,0.0
8445,52,164,8,8,0.0
8446,52,164,8,9,0.0
8447,52,164,8,10,0.0
8448,52,165,5,0,0.0
8449,52,165,5,1,0.0
8450,52,165,5,2,0.0
8451,52,165,5,3,0.0
8452,52,165,5,4,0.0
8453,52,165,5,5,0.0
8454,52,165,5,6,0.0
8455,52,165,5,7,0.0
8456,52,165,5,8,0.0
8457,52,165,5,9,0.0
8458,52,165,5,10,0.0
8459,52,165,6,0,0.0
8460,52,165,6,1,0.0
8461,52,165,6,2,0.0
8462,52,165,6,3,0.0
8463,52,165,6,4,0.0
8464,52,165,6,5,0.0
8465,52,165,6,6,0.0
8466,52,165,6,7,0.0
8467,52,165,6,8,0.0
8468,52,165,6,9,0.0
8469,52,165,6,10,0.0
8470,52,165,7,0,0.0
8471,52,165,7,1,0.0
8472,52,165,7,2,0.0
8473,52,165,7,3,0.0
8474,52,165,7,4,0.0
8475,52,165,7,5,0.0
8476,52,165,7,6,0.0
8477,52,165,7,7,0.0
8478,52,165,7,8,0.0
8479,52,165,7,9,0.0
8480,52,165,7,10,0.0
8481,52,165,8,0,0.0
8482,52,165,8,1,0.0
8483,52,165,8,2,0.0
8484,52,165,8,3,0.0
8485,52,165,8,4,0.0
8486,52,165,8,5,0.0
8487,52,165,8,6,0.0
8488,52,165,8,7,0.0
8489,52,165,8,8,0.0
8490,52,165,8,9,0.0
8491,52,165,8,10,0.0
8492,52,166,5,0,0.0
8493,52,166,5,1,0.0
8494,52,166,5,2,0.0
8495,52,166,5,3,0.0
8496,52,166,5,4,0.0
8497,52,166,5,5,0.0
8498,52,166,5,6,0.0
8499,52,166,5,7,0.0
8500,52,166,5,8,0.0
8501,52,166,5,9,0.0
8502,52,166,5,10,0.0
8503,52,166,6,0,0.0
8504,52,166,6,1,0.0
8505,52,166,6,2,0.0
8506,52,166,6,3,0.0
8507,52,166,6,4,0.0
8508,52,166,6,5,0.0
8509,52,166,6,6,0.0
8510,52,166,6,7,0.0
8511,52,166,6,8,0.0
8512,52,166,6,9,0.0
8513,52,166,6,10,0.0
8514,52,166,7,0,0.0
8515,52,166,7,1,0.0
8516,52,166,7,2,0.0
8517,52,166,7,3,0.0
8518,52,166,7,4,0.0
8519,52,166,7,5,0.0
8520,52,166,7,6,0.0
8521,52,166,7,7,0.0
8522,52,166,7,8,0.0
8523,52,166,7,9,0.0
8524,52,166,7,10,0.0
8525,52,166,8,0,0.0
8526,52,166,8,1,0.0
8527,52,166,8,2,0.0
8528,52,166,8,3,0.0
8529,52,166,8,4,0.0
8530,52,166,8,5,0.0
8531,52,166,8,6,0.0
8532,52,166,8,7,0.0
8533,52,166,8,8,0.0
8534,52,166,8,9,0.0
8535,52,166,8,10,0.0
8536,52,167,5,0,0.0
8537,52,167,5,1,0.0
8538,52,167,5,2,0.0
8539,52,167,5,3,0.0
8540,52,167,5,4,0.0
8541,52,167,5,5,0.0
8542,52,167,5,6,0.0
8543,52,167,5,7,0.0
8544,52,167,5,8,0.0
8545,52,167,5,9,0.0
8546,52,167,5,10,0.0
8547,52,167,6,0,0.0
8548,52,167,6,1,0.0
8549,52,167,6,2,0.0
8550,52,167,6,3,0.0
8551,52,167,6,4,0.0
8552,52,167,6,5,0.0
8553,52,167,6,6,0.0
8554,52,167,6,7,0.0
8555,52,167,6,8,0.0
8556,52,167,6,9,0.0
8557,52,167,6,10,0.0
8558,52,167,7,0,0.0
8559,52,167,7,1,0.0
8560,52,167,7,2,0.0
8561,52,167,7,3,0.0
8562,52,167,7,4,0.0
8563,52,167,7,5,0.0
8564,52,167,7,6,0.0
8565,52,167,7,7,0.0
8566,52,167,7,8,0.0
8567,52,167,7,9,0.0
8568,52,167,7,10,0.0
8569,52,167,8,0,0.0
8570,52,167,8,1,0.0
8571,52,167,8,2,0.0
8572,52,167,8,3,0.0
8573,52,167,8,4,0.0
8574,52,167,8,5,0.0
8575,52,167,8,6,0.0
8576,52,167,8,7,0.0
8577,52,167,8,8,0.0
8578,52,167,8,9,0.0
8579,52,167,8,10,0.0
8580,52,168,5,0,0.0
8581,52,168,5,1,0.0
8582,52,168,5,2,0.0
8583,52,168,5,3,0.0
8584,52,168,5,4,0.0
8585,52,168,5,5,0.0
8586,52,168,5,6,0.0
8587,52,168,5,7,0.0
8588,52,168,5,8,0.0
8589,52,168,5,9,0.0
8590,52,168,5,10,0.0
8591,52,168,6,0,0.0
8592,52,168,6,1,0.0
8593,52,168,6,2,0.0
8594,52,168,6,3,0.0
8595,52,168,6,4,0.0
8596,52,168,6,5,0.0
8597,52,168,6,6,0.0
8598,52,168,6,7,0.0
8599,52,168,6,8,0.0
8600,52,168,6,9,0.0
8601,52,168,6,10,0.0
8602,52,168,7,0,0.0
8603,52,168,7,1,0.0
8604,52,168,7,2,0.0
8605,52,168,7,3,0.0
8606,52,168,7,4,0.0
8607,52,168,7,5,0.0
8608,52,168,7,6,0.0
8609,52,168,7,7,0.0
8610,52,168,7,8,0.0
8611,52,168,7,9,0.0
8612,52,168,7,10,0.0
8613,52,168,8,0,0.0
8614,52,168,8,1,0.0
8615,52,168,8,2,0.0
8616,52,168,8,3,0.0
8617,52,168,8,4,0.0
8618,52,168,8,5,0.0
8619,52,168,8,6,0.0
8620,52,168,8,7,0.0
8621,52,168,8,8,0.0
8622,52,168,8,9,0.0
8623,52,168,8,10,0.0
8624,52,169,5,0,0.0
8625,52,169,5,1,0.0
8626,52,169,5,2,0.0
8627,52,169,5,3,0.0
8628,52,169,5,4,0.0
8629,52,169,5,5,0.0
8630,52,169,5,6,0.0
8631,52,169,5,7,0.0
8632,52,169,5,8,0.0
8633,52,169,5,9,0.0
8634,52,169,5,10,0.0
8635,52,169,6,0,0.0
8636,52,169,6,1,0.0
8637,52,169,6,2,0.0
8638,52,169,6,3,0.0
8639,52,169,6,4,0.0
8640,52,169,6,5,0.0
8641,52,169,6,6,0.0
8642,52,169,6,7,0.0
8643,52,169,6,8,0.0
8644,52,169,6,9,0.0
8645,52,169,6,10,0.0
8646,52,169,7,0,0.0
8647,52,169,7,1,0.0
8648,52,169,7,2,0.0
8649,52,169,7,3,0.0
8650,52,169,7,4,0.0
8651,52,169,7,5,0.0
8652,52,169,7,6,0.0
8653,52,169,7,7,0.0
8654,52,169,7,8,0.0
8655,52,169,7,9,0.0
8656,52,169,7,10,0.0
8657,52,169,8,0,0.0
8658,52,169,8,1,0.0
8659,52,169,8,2,0.0
8660,52,169,8,3,0.0
8661,52,169,8,4,0.0
8662,52,169,8,5,0.0
8663,52,169,8,6,0.0
8664,52,169,8,7,0.0
8665,52,169,8,8,0.0
8666,52,169,8,9,0.0
8667,52,169,8,10,0.0
8668,52,170,5,0,0.0
8669,52,170,5,1,0.0
8670,52,170,5,2,0.0
8671,52,170,5,3,0.0
8672,52,170,5,4,0.0
8673,52,170,5,5,0.0
8674,52,170,5,6,0.0
8675,52,170,5,7,0.0
8676,52,170,5,8,0.0
8677,52,170,5,9,0.0
8678,52,170,5,10,0.0
8679,52,170,6,0,0.0
8680,52,170,6,1,0.0
8681,52,170,6,2,0.0
8682,52,170,6,3,0.0
8683,52,170,6,4,0.0
8684,52,170,6,5,0.0
8685,52,170,6,6,0.0
8686,52,170,6,7,0.0
8687,52,170,6,8,0.0
8688,52,170,6,9,0.0
8689,52,170,6,10,0.0
8690,52,170,7,0,0.0
8691,52,170,7,1,0.0
8692,52,170,7,2,0.0
8693,52,170,7,3,0.0
8694,52,170,7,4,0.0
8695,52,170,7,5,0.0
8696,52,170,7,6,0.0
8697,52,170,7,7,0.0
8698,52,170,7,8,0.0
8699,52,170,7,9,0.0
8700,52,170,7,10,0.0
8701,52,170,8,0,0.0
8702,52,170,8,1,0.0
8703,52,170,8,2,0.0
8704,52,170,8,3,0.0
8705,52,170,8,4,0.0
8706,52,170,8,5,0.0
8707,52,170,8,6,0.0
8708,52,170,8,7,0.0
8709,52,170,8,8,0.0
8710,52,170,8,9,0.0
8711,52,170,8,10,0.0
8712,52,171,5,0,0.0
8713,52,171,5,1,0.0
8714,52,171,5,2,0.0
8715,52,171,5,3,0.0
8716,52,171,5,4,0.0
8717,52,171,5,5,0.0
8718,52,171,5,6,0.0
8719,52,171,5,7,0.0
8720,52,171,5,8,0.0
8721,52,171,5,9,0.0
8722,52,171,5,10,0.0
8723,52,171,6,0,0.0
8724,52,171,6,1,0.0
8725,52,171,6,2,0.0
8726,52,171,6,3,0.0
8727,52,171,6,4,0.0
8728,52,171,6,5,0.0
8729,52,171,6,6,0.0
8730,52,171,6,7,0.0
8731,52,171,6,8,0.0
8732,52,171,6,9,0.0
8733,52,171,6,10,0.0
8734,52,171,7,0,0.0
8735,52,171,7,1,0.0
8736,52,171,7,2,0.0
8737,52,171,7,3,0.0
8738,52,171,7,4,0.0
8739,52,171,7,5,0.0
8740,52,171,7,6,0.0
8741,52,171,7,7,0.0
8742,52,171,7,8,0.0
8743,52,171,7,9,0.0
8744,52,171,7,10,0.0
8745,52,171,8,0,0.0
8746,52,171,8,1,0.0
8747,52,171,8,2,0.0
8748,52,171,8,3,0.0
8749,52,171,8,4,0.0
8750,52,171,8,5,0.0
8751,52,171,8,6,0.0
8752,52,171,8,7,0.0
8753,52,171,8,8,0.0
8754,52,171,8,9,0.0
8755,52,171,8,10,0.0
8756,52,172,5,0,0.0
8757,52,172,5,1,0.0
8758,52,172,5,2,0.0
8759,52,172,5,3,0.0
8760,52,172,5,4,0.0
8761,52,172,5,5,0.0
8762,52,172,5,6,0.0
8763,52,172,5,7,0.0
8764,52,172,5,8,0.0
8765,52,172,5,9,0.0
8766,52,172,5,10,0.0
8767,52,172,6,0,0.0
8768,52,172,6,1,0.0
8769,52,172,6,2,0.0
8770,52,172,6,3,0.0
8771,52,172,6,4,0.0
8772,52,172,6,5,0.0
8773,52,172,6,6,0.0
8774,52,172,6,7,0.0
8775,52,172,6,8,0.0
8776,52,172,6,9,0.0
8777,52,172,6,10,0.0
8778,52,172,7,0,0.0
8779,52,172,7,1,0.0
8780,52,172,7,2,0.0
8781,52,172,7,3,0.0
8782,52,172,7,4,0.0
8783,52,172,7,5,0.0
8784,52,172,7,6,0.0
8785,52,172,7,7,0.0
8786,52,172,7,8,0.0
8787,52,172,7,9,0.0
8788,52,172,7,10,0.0
8789,52,172,8,0,0.0
8790,52,172,8,1,0.0
8791,52,172,8,2,0.0
8792,52,172,8,3,0.0
8793,52,172,8,4,0.0
8794,52,172,8,5,0.0
8795,52,172,8,6,0.0
8796,52,172,8,7,0.0
8797,52,172,8,8,0.0
8798,52,172,8,9,0.0
8799,52,172,8,10,0.0
8800,52,173,5,0,0.0
8801,52,173,5,1,0.0
8802,52,173,5,2,0.0
8803,52,173,5,3,0.0
8804,52,173,5,4,0.0
8805,52,173,5,5,0.0
8806,52,173,5,6,0.0
8807,52,173,5,7,0.0
8808,52,173,5,8,0.0
8809,52,173,5,9,0.0
8810,52,173,5,10,0.0
8811,52,173,6,0,0.0
8812,52,173,6,1,0.0
8813,52,173,6,2,0.0
8814,52,173,6,3,0.0
8815,52,173,6,4,0.0
8816,52,173,6,5,0.0
8817,52,173,6,6,0.0
8818,52,173,6,7,0.0
8819,52,173,6,8,0.0
8820,52,173,6,9,0.0
8821,52,173,6,10,0.0
8822,52,173,7,0,0.0
8823,52,173,7,1,0.0
8824,52,173,7,2,0.0
8825,52,173,7,3,0.0
8826,52,173,7,4,0.0
8827,52,173,7,5,0.0
8828,52,173,7,6,0.0
8829,52,173,7,7,0.0
8830,52,173,7,8,0.0
8831,52,173,7,9,0.0
8832,52,173,7,10,0.0
8833,52,173,8,0,0.0
8834,52,173,8,1,0.0
8835,52,173,8,2,0.0
8836,52,173,8,3,0.0
8837,52,173,8,4,0.0
8838,52,173,8,5,0.0
8839,52,173,8,6,0.0
8840,52,173,8,7,0.0
8841,52,173,8,8,0.0
8842,52,173,8,9,0.0
8843,52,173,8,10,0.0
8844,52,174,5,0,0.0
8845,52,174,5,1,0.0
8846,52,174,5,2,0.0
8847,52,174,5,3,0.0
8848,52,174,5,4,0.0
8849,52,174,5,5,0.0
8850,52,174,5,6,0.0
8851,52,174,5,7,0.0
8852,52,174,5,8,0.0
8853,52,174,5,9,0.0
8854,52,174,5,10,0.0
8855,52,174,6,0,0.0
8856,52,174,6,1,0.0
8857,52,174,6,2,0.0
8858,52,174,6,3,0.0
8859,52,174,6,4,0.0
8860,52,174,6,5,0.0
8861,52,174,6,6,0.0
8862,52,174,6,7,0.0
8863,52,174,6,8,0.0
8864,52,174,6,9,0.0
8865,52,174,6,10,0.0
8866,52,174,7,0,0.0
8867,52,174,7,1,0.0
8868,52,174,7,2,0.0
8869,52,174,7,3,0.0
8870,52,174,7,4,0.0
8871,52,174,7,5,0.0
8872,52,174,7,6,0.0
8873,52,174,7,7,0.0
8874,52,174,7,8,0.0
8875,52,174,7,9,0.0
8876,52,174,7,10,0.0
8877,52,174,8,0,0.0
8878,52,174,8,1,0.0
8879,52,174,8,2,0.0
8880,52,174,8,3,0.0
8881,52,174,8,4,0.0
8882,52,174,8,5,0.0
8883,52,174,8,6,0.0
8884,52,174,8,7,0.0
8885,52,174,8,8,0.0
8886,52,174,8,9,0.0
8887,52,174,8,10,0.0
8888,52,175,5,0,0.0
8889,52,175,5,1,0.0
8890,52,175,5,2,0.0
8891,52,175,5,3,0.0
8892,52,175,5,4,0.0
8893,52,175,5,5,0.0
8894,52,175,5,6,0.0
8895,52,175,5,7,0.0
8896,52,175,5,8,0.0
8897,52,175,5,9,0.0
8898,52,175,5,10,0.0
8899,52,175,6,0,0.0
8900,52,175,6,1,0.0
8901,52,175,6,2,0.0
8902,52,175,6,3,0.0
8903,52,175,6,4,0.0
8904,52,175,6,5,0.0
8905,52,175,6,6,0.0
8906,52,175,6,7,0.0
8907,52,175,6,8,0.0
8908,52,175,6,9,0.0
8909,52,175,6,10,0.0
8910,52,175,7,0,0.0
8911,52,175,7,1,0.0
8912,52,175,7,2,0.0
8913,52,175,7,3,0.0
8914,52,175,7,4,0.0
8915,52,175,7,5,0.0
8916,52,175,7,6,0.0
8917,52,175,7,7,0.0
8918,52,175,7,8,0.0
8919,52,175,7,9,0.0
8920,52,175,7,10,0.0
8921,52,175,8,0,0.0
8922,52,175,8,1,0.0
8923,52,175,8,2,0.0
8924,52,175,8,3,0.0
8925,52,175,8,4,0.0
8926,52,175,8,5,0.0
8927,52,175,8,6,0.0
8928,52,175,8,7,0.0
8929,52,175,8,8,0.0
8930,52,175,8,9,0.0
8931,52,175,8,10,0.0
8932,52,176,5,0,0.0
8933,52,176,5,1,0.0
8934,52,176,5,2,0.0
8935,52,176,5,3,0.0
8936,52,176,5,4,0.0
8937,52,176,5,5,0.0
8938,52,176,5,6,0.0
8939,52,176,5,7,0.0
8940,52,176,5,8,0.0
8941,52,176,5,9,0.0
8942,52,176,5,10,0.0
8943,52,176,6,0,0.0
8944,52,176,6,1,0.0
8945,52,176,6,2,0.0
8946,52,176,6,3,0.0
8947,52,176,6,4,0.0
8948,52,176,6,5,0.0
8949,52,176,6,6,0.0
8950,52,176,6,7,0.0
8951,52,176,6,8,0.0
8952,52,176,6,9,0.0
8953,52,176,6,10,0.0
8954,52,176,7,0,0.0
8955,52,176,7,1,0.0
8956,52,176,7,2,0.0
8957,52,176,7,3,0.0
8958,52,176,7,4,0.0
8959,52,176,7,5,0.0
8960,52,176,7,6,0.0
8961,52,176,7,7,0.0
8962,52,176,7,8,0.0
8963,52,176,7,9,0.0
8964,52,176,7,10,0.0
8965,52,176,8,0,0.0
8966,52,176,8,1,0.0
8967,52,176,8,2,0.0
8968,52,176,8,3,0.0
8969,52,176,8,4,0.0
8970,52,176,8,5,0.0
8971,52,176,8,6,0.0
8972,52,176,8,7,0.0
8973,52,176,8,8,0.0
8974,52,176,8,9,0.0
8975,52,176,8,10,0.0
8976,52,177,5,0,0.0
8977,52,177,5,1,0.0
8978,52,177,5,2,0.0
8979,52,177,5,3,0.0
8980,52,177,5,4,0.0
8981,52,177,5,5,0.0
8982,52,177,5,6,0.0
8983,52,177,5,7,0.0
8984,52,177,5,8,0.0
8985,52,177,5,9,0.0
8986,52,177,5,10,0.0
8987,52,177,6,0,0.0
8988,52,177,6,1,0.0
8989,52,177,6,2,0.0
8990,52,177,6,3,0.0
8991,52,177,6,4,0.0
8992,52,177,6,5,0.0
8993,52,177,6,6,0.0
8994,52,177,6,7,0.0
8995,52,177,6,8,0.0
8996,52,177,6,9,0.0
8997,52,177,6,10,0.0
8998,52,177,7,0,0.0
8999,52,177,7,1,0.0
9000,52,177,7,2,0.0
9001,52,177,7,3,0.0
9002,52,177,7,4,0.0
9003,52,177,7,5,0.0
9004,52,177,7,6,0.0
9005,52,177,7,7,0.0
9006,52,177,7,8,0.0
9007,52,177,7,9,0.0
9008,52,177,7,10,0.0
9009,52,177,8,0,0.0
9010,52,177,8,1,0.0
9011,52,177,8,2,0.0
9012,52,177,8,3,0.0
9013,52,177,8,4,0.0
9014,52,177,8,5,0.0
9015,52,177,8,6,0.0
9016,52,177,8,7,0.0
9017,52,177,8,8,0.0
9018,52,177,8,9,0.0
9019,52,177,8,10,0.0
9020,52,178,5,0,0.0
9021,52,178,5,1,0.0
9022,52,178,5,2,0.0
9023,52,178,5,3,0.0
9024,52,178,5,4,0.0
9025,52,178,5,5,0.0
9026,52,178,5,6,0.0
9027,52,178,5,7,0.0
9028,52,178,5,8,0.0
9029,52,178,5,9,0.0
9030,52,178,5,10,0.0
9031,52,178,6,0,0.0
9032,52,178,6,1,0.0
9033,52,178,6,2,0.0
9034,52,178,6,3,0.0
9035,52,178,6,4,0.0
9036,52,178,6,5,0.0
9037,52,178,6,6,0.0
9038,52,178,6,7,0.0
9039,52,178,6,8,0.0
9040,52,178,6,9,0.0
9041,52,178,6,10,0.0
9042,52,178,7,0,0.0
9043,52,178,7,1,0.0
9044,52,178,7,2,0.0
9045,52,178,7,3,0.0
9046,52,178,7,4,0.0
9047,52,178,7,5,0.0
9048,52,178,7,6,0.0
9049,52,178,7,7,0.0
9050,52,178,7,8,0.0
9051,52,178,7,9,0.0
9052,52,178,7,10,0.0
9053,52,178,8,0,0.0
9054,52,178,8,1,0.0
9055,52,178,8,2,0.0
9056,52,178,8,3,0.0
9057,52,178,8,4,0.0
9058,52,178,8,5,0.0
9059,52,178,8,6,0.0
9060,52,178,8,7,0.0
9061,52,178,8,8,0.0
9062,52,178,8,9,0.0
9063,52,178,8,10,0.0
9064,52,179,5,0,0.0
9065,52,179,5,1,0.0
9066,52,179,5,2,0.0
9067,52,179,5,3,0.0
9068,52,179,5,4,0.0
9069,52,179,5,5,0.0
9070,52,179,5,6,0.0
9071,52,179,5,7,0.0
9072,52,179,5,8,0.0
9073,52,179,5,9,0.0
9074,52,179,5,10,0.0
9075,52,179,6,0,0.0
9076,52,179,6,1,0.0
9077,52,179,6,2,0.0
9078,52,179,6,3,0.0
9079,52,179,6,4,0.0
9080,52,179,6,5,0.0
9081,52,179,6,6,0.0
9082,52,179,6,7,0.0
9083,52,179,6,8,0.0
9084,52,179,6,9,0.0
9085,52,179,6,10,0.0
9086,52,179,7,0,0.0
9087,52,179,7,1,0.0
9088,52,179,7,2,0.0
9089,52,179,7,3,0.0
9090,52,179,7,4,0.0
9091,52,179,7,5,0.0
9092,52,179,7,6,0.0
9093,52,179,7,7,0.0
9094,52,179,7,8,0.0
9095,52,179,7,9,0.0
9096,52,179,7,10,0.0
9097,52,179,8,0,0.0
9098,52,179,8,1,0.0
9099,52,179,8,2,0.0
9100,52,179,8,3,0.0
9101,52,179,8,4,0.0
9102,52,179,8,5,0.0
9103,52,179,8,6,0.0
9104,52,179,8,7,0.0
9105,52,179,8,8,0.0
9106,52,179,8,9,0.0
9107,52,179,8,10,0.0
9108,52,180,5,0,0.0
9109,52,180,5,1,0.0
9110,52,180,5,2,0.0
9111,52,180,5,3,0.0
9112,52,180,5,4,0.0
9113,52,180,5,5,0.0
9114,52,180,5,6,0.0
9115,52,180,5,7,0.0
9116,52,180,5,8,0.0
9117,52,180,5,9,0.0
9118,52,180,5,10,0.0
9119,52,180,6,0,0.0
9120,52,180,6,1,0.0
9121,52,180,6,2,0.0
9122,52,180,6,3,0.0
9123,52,180,6,4,0.0
9124,52,180,6,5,0.0
9125,52,180,6,6,0.0
9126,52,180,6,7,0.0
9127,52,180,6,8,0.0
9128,52,180,6,9,0.0
9129,52,180,6,10,0.0
9130,52,180,7,0,0.0
9131,52,180,7,1,0.0
9132,52,180,7,2,0.0
9133,52,180,7,3,0.0
9134,52,180,7,4,0.0
9135,52,180,7,5,0.0
9136,52,180,7,6,0.0
9137,52,180,7,7,0.0
9138,52,180,7,8,0.0
9139,52,180,7,9,0.0
9140,52,180,7,10,0.0
9141,52,180,8,0,0.0
9142,52,180,8,1,0.0
9143,52,180,8,2,0.0
9144,52,180,8,3,0.0
9145,52,180,8,4,0.0
9146,52,180,8,5,0.0
9147,52,180,8,6,0.0
9148,52,180,8,7,0.0
9149,52,180,8,8,0.0
9150,52,180,8,9,0.0
9151,52,180,8,10,0.0
9152,52,181,5,0,0.0
9153,52,181,5,1,0.0
9154,52,181,5,2,0.0
9155,52,181,5,3,0.0
9156,52,181,5,4,0.0
9157,52,181,5,5,0.0
9158,52,181,5,6,0.0
9159,52,181,5,7,0.0
9160,52,181,5,8,0.0
9161,52,181,5,9,0.0
9162,52,181,5,10,0.0
9163,52,181,6,0,0.0
9164,52,181,6,1,0.0
9165,52,181,6,2,0.0
9166,52,181,6,3,0.0
9167,52,181,6,4,0.0
9168,52,181,6,5,0.0
9169,52,181,6,6,0.0
9170,52,181,6,7,0.0
9171,52,181,6,8,0.0
9172,52,181,6,9,0.0
9173,52,181,6,10,0.0
9174,52,181,7,0,0.0
9175,52,181,7,1,0.0
9176,52,181,7,2,0.0
9177,52,181,7,3,0.0
9178,52,181,7,4,0.0
9179,52,181,7,5,0.0
9180,52,181,7,6,0.0
9181,52,181,7,7,0.0
9182,52,181,7,8,0.0
9183,52,181,7,9,0.0
9184,52,181,7,10,0.0
9185,52,181,8,0,0.0
9186,52,181,8,1,0.0
9187,52,181,8,2,0.0
9188,52,181,8,3,0.0
9189,52,181,8,4,0.0
9190,52,181,8,5,0.0
9191,52,181,8,6,0.0
9192,52,181,8,7,0.0
9193,52,181,8,8,0.0
9194,52,181,8,9,0.0
9195,52,181,8,10,0.0
9196,52,182,5,0,0.0
9197,52,182,5,1,0.0
9198,52,182,5,2,0.0
9199,52,182,5,3,0.0
9200,52,182,5,4,0.0
9201,52,182,5,5,0.0
9202,52,182,5,6,0.0
9203,52,182,5,7,0.0
9204,52,182,5,8,0.0
9205,52,182,5,9,0.0
9206,52,182,5,10,0.0
9207,52,182,6,0,0.0
9208,52,182,6,1,0.0
9209,52,182,6,2,0.0
9210,52,182,6,3,0.0
9211,52,182,6,4,0.0
9212,52,182,6,5,0.0
9213,52,182,6,6,0.0
9214,52,182,6,7,0.0
9215,52,182,6,8,0.0
9216,52,182,6,9,0.0
9217,52,182,6,10,0.0
9218,52,182,7,0,0.0
9219,52,182,7,1,0.0
9220,52,182,7,2,0.0
9221,52,182,7,3,0.0
9222,52,182,7,4,0.0
9223,52,182,7,5,0.0
9224,52,182,7,6,0.0
9225,52,182,7,7,0.0
9226,52,182,7,8,0.0
9227,52,182,7,9,0.0
9228,52,182,7,10,0.0
9229,52,182,8,0,0.0
9230,52,182,8,1,0.0
9231,52,182,8,2,0.0
9232,52,182,8,3,0.0
9233,52,182,8,4,0.0
9234,52,182,8,5,0.0
9235,52,182,8,6,0.0
9236,52,182,8,7,0.0
9237,52,182,8,8,0.0
9238,52,182,8,9,0.0
9239,52,182,8,10,0.0
9240,52,183,5,0,0.0
9241,52,183,5,1,0.0
9242,52,183,5,2,0.0
9243,52,183,5,3,0.0
9244,52,183,5,4,0.0
9245,52,183,5,5,0.0
9246,52,183,5,6,0.0
9247,52,183,5,7,0.0
9248,52,183,5,8,0.0
9249,52,183,5,9,0.0
9250,52,183,5,10,0.0
9251,52,183,6,0,0.0
9252,52,183,6,1,0.0
9253,52,183,6,2,0.0
9254,52,183,6,3,0.0
9255,52,183,6,4,0.0
9256,52,183,6,5,0.0
9257,52,183,6,6,0.0
9258,52,183,6,7,0.0
9259,52,183,6,8,0.0
9260,52,183,6,9,0.0
9261,52,183,6,10,0.0
9262,52,183,7,0,0.0
9263,52,183,7,1,0.0
9264,52,183,7,2,0.0
9265,52,183,7,3,0.0
9266,52,183,7,4,0.0
9267,52,183,7,5,0.0
9268,52,183,7,6,0.0
9269,52,183,7,7,0.0
9270,52,183,7,8,0.0
9271,52,183,7,9,0.0
9272,52,183,7,10,0.0
9273,52,183,8,0,0.0
9274,52,183,8,1,0.0
9275,52,183,8,2,0.0
9276,52,183,8,3,0.0
9277,52,183,8,4,0.0
9278,52,183,8,5,0.0
9279,52,183,8,6,0.0
9280,52,183,8,7,0.0
9281,52,183,8,8,0.0
9282,52,183,8,9,0.0
9283,52,183,8,10,0.0
9284,52,184,5,0,0.0
9285,52,184,5,1,0.0
9286,52,184,5,2,0.0
9287,52,184,5,3,0.0
9288,52,184,5,4,0.0
9289,52,184,5,5,0.0
9290,52,184,5,6,0.0
9291,52,184,5,7,0.0
9292,52,184,5,8,0.0
9293,52,184,5,9,0.0
9294,52,184,5,10,0.0
9295,52,184,6,0,0.0
9296,52,184,6,1,0.0
9297,52,184,6,2,0.0
9298,52,184,6,3,0.0
9299,52,184,6,4,0.0
9300,52,184,6,5,0.0
9301,52,184,6,6,0.0
9302,52,184,6,7,0.0
9303,52,184,6,8,0.0
9304,52,184,6,9,0.0
9305,52,184,6,10,0.0
9306,52,184,7,0,0.0
9307,52,184,7,1,0.0
9308,52,184,7,2,0.0
9309,52,184,7,3,0.0
9310,52,184,7,4,0.0
9311,52,184,7,5,0.0
9312,52,184,7,6,0.0
9313,52,184,7,7,0.0
9314,52,184,7,8,0.0
9315,52,184,7,9,0.0
9316,52,184,7,10,0.0
9317,52,184,8,0,0.0
9318,52,184,8,1,0.0
9319,52,184,8,2,0.0
9320,52,184,8,3,0.0
9321,52,184,8,4,0.0
9322,52,184,8,5,0.0
9323,52,184,8,6,0.0
9324,52,184,8,7,0.0
9325,52,184,8,8,0.0
9326,52,184,8,9,0.0
9327,52,184,8,10,0.0
9328,52,185,5,0,0.0
9329,52,185,5,1,0.0
9330,52,185,5,2,0.0
9331,52,185,5,3,0.0
9332,52,185,5,4,0.0
9333,52,185,5,5,0.0
9334,52,185,5,6,0.0
9335,52,185,5,7,0.0
9336,52,185,5,8,0.0
9337,52,185,5,9,0.0
9338,52,185,5,10,0.0
9339,52,185,6,0,0.0
9340,52,185,6,1,0.0
9341,52,185,6,2,0.0
9342,52,185,6,3,0.0
9343,52,185,6,4,0.0
9344,52,185,6,5,0.0
9345,52,185,6,6,0.0
9346,52,185,6,7,0.0
9347,52,185,6,8,0.0
9348,52,185,6,9,0.0
9349,52,185,6,10,0.0
9350,52,185,7,0,0.0
9351,52,185,7,1,0.0
9352,52,185,7,2,0.0
9353,52,185,7,3,0.0
9354,52,185,7,4,0.0
9355,52,185,7,5,0.0
9356,52,185,7,6,0.0
9357,52,185,7,7,0.0
9358,52,185,7,8,0.0
9359,52,185,7,9,0.0
9360,52,185,7,10,0.0
9361,52,185,8,0,0.0
9362,52,185,8,1,0.0
9363,52,185,8,2,0.0
9364,52,185,8,3,0.0
9365,52,185,8,4,0.0
9366,52,185,8,5,0.0
